category_code,model,origin_date,horizon,actual,predicted
M01AE,xgboost,2019-05-31,1,101.62700000000004,106.607376
M01AE,xgboost,2019-05-31,3,88.26900000000003,135.19833
N02BA,xgboost,2017-06-30,1,75.19999999999999,126.69644
N02BA,xgboost,2017-06-30,3,88.14999999999998,159.42935
N02BA,xgboost,2017-07-31,1,84.4,127.520096
N02BA,xgboost,2017-07-31,3,100.4,155.96066
N02BA,xgboost,2017-08-31,1,88.14999999999998,126.58492
N02BA,xgboost,2017-08-31,3,104.45,132.00337
N02BA,xgboost,2017-09-30,1,100.4,84.48381
N02BA,xgboost,2017-09-30,3,115.15,92.3938
N02BA,xgboost,2017-10-31,1,104.45,115.072876
N02BA,xgboost,2017-10-31,3,101.15,99.912125
N02BA,xgboost,2017-11-30,1,115.15,105.11984
N02BA,xgboost,2017-11-30,3,114.65000000000002,94.73693
N02BA,xgboost,2017-12-31,1,101.15,132.22813
N02BA,xgboost,2017-12-31,3,122.3,106.240135
N02BA,xgboost,2018-01-31,1,114.65000000000002,103.35359
N02BA,xgboost,2018-01-31,3,84.60000000000001,100.55124
N02BA,xgboost,2018-02-28,1,122.3,128.15065
N02BA,xgboost,2018-02-28,3,89.39999999999999,156.06647
N02BA,xgboost,2018-03-31,1,84.60000000000001,124.85243
N02BA,xgboost,2018-03-31,3,86.80000000000001,153.48514
N02BA,xgboost,2018-04-30,1,89.39999999999999,109.20723
N02BA,xgboost,2018-04-30,3,87.2,123.44238
N02BA,xgboost,2018-05-31,1,86.80000000000001,99.840546
N02BA,xgboost,2018-05-31,3,88.25,103.92379
N02BA,xgboost,2018-06-30,1,87.2,87.51765
N02BA,xgboost,2018-06-30,3,86.5,97.92753
N02BA,xgboost,2018-07-31,1,88.25,93.35759
N02BA,xgboost,2018-07-31,3,76.05000000000001,105.77494
N02BA,xgboost,2018-08-31,1,86.5,99.57494
N02BA,xgboost,2018-08-31,3,102.15,108.016785
N02BA,xgboost,2018-09-30,1,76.05000000000001,95.523796
N02BA,xgboost,2018-09-30,3,84.75,114.56231
N02BA,xgboost,2018-10-31,1,102.15,108.97563
N02BA,xgboost,2018-10-31,3,99.7,97.76046
N02BA,xgboost,2018-11-30,1,84.75,103.14735
N02BA,xgboost,2018-11-30,3,110.19999999999996,95.3431
N02BA,xgboost,2018-12-31,1,99.7,110.73016
N02BA,xgboost,2018-12-31,3,83.35000000000001,99.45478
N02BA,xgboost,2019-01-31,1,110.19999999999996,98.8944
N02BA,xgboost,2019-01-31,3,88.1,89.49732
N02BA,xgboost,2019-02-28,1,83.35000000000001,92.237785
N02BA,xgboost,2019-02-28,3,104.1,96.49794
N02BA,xgboost,2019-03-31,1,88.1,103.42658
N02BA,xgboost,2019-03-31,3,103.2,81.477234
N02BA,xgboost,2019-04-30,1,104.1,106.81395
N02BA,xgboost,2019-04-30,3,92.8,93.12937
N02BA,xgboost,2019-05-31,1,103.2,86.67633
N02BA,xgboost,2019-05-31,3,84.19999999999999,99.10042
N02BE,xgboost,2017-06-30,1,479.35,619.9571
N02BE,xgboost,2017-06-30,3,863.7500000000002,1046.1895
N02BE,xgboost,2017-07-31,1,549.3,637.13306
N02BE,xgboost,2017-07-31,3,1184.3500000000004,1047.7417
N02BE,xgboost,2017-08-31,1,863.7500000000002,796.84326
N02BE,xgboost,2017-08-31,3,867.8990000000001,1146.826
N02BE,xgboost,2017-09-30,1,1184.3500000000004,1196.349
N02BE,xgboost,2017-09-30,3,1007.18,1094.6074
N02BE,xgboost,2017-10-31,1,867.8990000000001,1091.3663
N02BE,xgboost,2017-10-31,3,1134.325,1372.6942
N02BE,xgboost,2017-11-30,1,1007.18,1007.92786
N02BE,xgboost,2017-11-30,3,1255.3740000000007,1299.9198
N02BE,xgboost,2017-12-31,1,1134.325,1036.1333
N02BE,xgboost,2017-12-31,3,999.1230000000004,1131.0144
N02BE,xgboost,2018-01-31,1,1255.3740000000007,1028.3578
N02BE,xgboost,2018-01-31,3,836.0369999999999,949.15875
N02BE,xgboost,2018-02-28,1,999.1230000000004,1172.5588
N02BE,xgboost,2018-02-28,3,644.6480000000004,1083.2761
N02BE,xgboost,2018-03-31,1,836.0369999999999,1098.9512
N02BE,xgboost,2018-03-31,3,584.343,887.54236
N02BE,xgboost,2018-04-30,1,644.6480000000004,902.525
N02BE,xgboost,2018-04-30,3,679.3499999999999,948.3969
N02BE,xgboost,2018-05-31,1,584.343,702.37134
N02BE,xgboost,2018-05-31,3,733.838,819.7753
N02BE,xgboost,2018-06-30,1,679.3499999999999,677.10284
N02BE,xgboost,2018-06-30,3,1058.2620000000002,818.6379
N02BE,xgboost,2018-07-31,1,733.838,818.7697
N02BE,xgboost,2018-07-31,3,1129.275,1298.5454
N02BE,xgboost,2018-08-31,1,1058.2620000000002,878.169
N02BE,xgboost,2018-08-31,3,995.15,1215.602
N02BE,xgboost,2018-09-30,1,1129.275,1421.7148
N02BE,xgboost,2018-09-30,3,1213.95,1248.2766
N02BE,xgboost,2018-10-31,1,995.15,1116.8672
N02BE,xgboost,2018-10-31,3,1660.6120000000012,1355.9417
N02BE,xgboost,2018-11-30,1,1213.95,1205.6678
N02BE,xgboost,2018-11-30,3,1001.2120000000004,1176.4344
N02BE,xgboost,2018-12-31,1,1660.6120000000012,1328.6986
N02BE,xgboost,2018-12-31,3,941.05,1175.6182
N02BE,xgboost,2019-01-31,1,1001.2120000000004,1247.5079
N02BE,xgboost,2019-01-31,3,647.6500000000002,1058.0673
N02BE,xgboost,2019-02-28,1,941.05,1035.6256
N02BE,xgboost,2019-02-28,3,703.5620000000001,616.4411
N02BE,xgboost,2019-03-31,1,647.6500000000002,975.3867
N02BE,xgboost,2019-03-31,3,609.9999999999999,737.80383
N02BE,xgboost,2019-04-30,1,703.5620000000001,722.4421
N02BE,xgboost,2019-04-30,3,649.8,740.32916
N02BE,xgboost,2019-05-31,1,609.9999999999999,701.1468
N02BE,xgboost,2019-05-31,3,518.0999999999999,741.71436
N05B,xgboost,2017-06-30,1,219.0,173.65677
N05B,xgboost,2017-06-30,3,223.0,261.78336
N05B,xgboost,2017-07-31,1,239.0,223.25424
N05B,xgboost,2017-07-31,3,226.0,290.123
N05B,xgboost,2017-08-31,1,223.0,284.00842
N05B,xgboost,2017-08-31,3,192.0,248.8783
N05B,xgboost,2017-09-30,1,226.0,243.56084
N05B,xgboost,2017-09-30,3,226.0,251.87108
N05B,xgboost,2017-10-31,1,192.0,224.89095
N05B,xgboost,2017-10-31,3,229.0,235.68608
N05B,xgboost,2017-11-30,1,226.0,234.62575
N05B,xgboost,2017-11-30,3,268.0,228.33658
N05B,xgboost,2017-12-31,1,229.0,250.86647
N05B,xgboost,2017-12-31,3,381.0,244.85826
N05B,xgboost,2018-01-31,1,268.0,225.50734
N05B,xgboost,2018-01-31,3,289.0,256.72656
N05B,xgboost,2018-02-28,1,381.0,261.8237
N05B,xgboost,2018-02-28,3,259.0,276.08115
N05B,xgboost,2018-03-31,1,289.0,294.6361
N05B,xgboost,2018-03-31,3,248.0,326.3814
N05B,xgboost,2018-04-30,1,259.0,232.86456
N05B,xgboost,2018-04-30,3,283.0,262.97873
N05B,xgboost,2018-05-31,1,248.0,262.6063
N05B,xgboost,2018-05-31,3,253.0,279.5375
N05B,xgboost,2018-06-30,1,283.0,243.09396
N05B,xgboost,2018-06-30,3,263.0,263.5712
N05B,xgboost,2018-07-31,1,253.0,261.65125
N05B,xgboost,2018-07-31,3,287.0,301.02847
N05B,xgboost,2018-08-31,1,263.0,252.57043
N05B,xgboost,2018-08-31,3,252.2,277.85315
N05B,xgboost,2018-09-30,1,287.0,256.37268
N05B,xgboost,2018-09-30,3,254.0,339.93964
N05B,xgboost,2018-10-31,1,252.2,280.86127
N05B,xgboost,2018-10-31,3,295.2,299.51434
N05B,xgboost,2018-11-30,1,254.0,276.92206
N05B,xgboost,2018-11-30,3,249.4,277.0239
N05B,xgboost,2018-12-31,1,295.2,288.62952
N05B,xgboost,2018-12-31,3,301.4,277.02902
N05B,xgboost,2019-01-31,1,249.4,273.58398
N05B,xgboost,2019-01-31,3,299.4,283.54327
N05B,xgboost,2019-02-28,1,301.4,212.78952
N05B,xgboost,2019-02-28,3,265.79999999999995,189.76491
N05B,xgboost,2019-03-31,1,299.4,292.05246
N05B,xgboost,2019-03-31,3,193.0,199.55144
N05B,xgboost,2019-04-30,1,265.79999999999995,249.12877
N05B,xgboost,2019-04-30,3,250.6,312.99576
N05B,xgboost,2019-05-31,1,193.0,289.211
N05B,xgboost,2019-05-31,3,237.0,284.20712
N05C,xgboost,2017-06-30,1,15.0,13.63395
N05C,xgboost,2017-06-30,3,23.0,14.554
N05C,xgboost,2017-07-31,1,12.0,13.245265
N05C,xgboost,2017-07-31,3,15.0,13.668064
N05C,xgboost,2017-08-31,1,23.0,14.381545
N05C,xgboost,2017-08-31,3,15.0,19.004208
N05C,xgboost,2017-09-30,1,15.0,15.504623
N05C,xgboost,2017-09-30,3,6.0,18.46419
N05C,xgboost,2017-10-31,1,15.0,29.386023
N05C,xgboost,2017-10-31,3,11.0,22.229568
N05C,xgboost,2017-11-30,1,6.0,16.5453
N05C,xgboost,2017-11-30,3,12.0,9.841639
N05C,xgboost,2017-12-31,1,11.0,21.438244
N05C,xgboost,2017-12-31,3,42.0,14.417129
N05C,xgboost,2018-01-31,1,12.0,13.553423
N05C,xgboost,2018-01-31,3,21.0,9.923486
N05C,xgboost,2018-02-28,1,42.0,15.5187
N05C,xgboost,2018-02-28,3,13.0,14.732351
N05C,xgboost,2018-03-31,1,21.0,26.463142
N05C,xgboost,2018-03-31,3,18.0,12.223012
N05C,xgboost,2018-04-30,1,13.0,17.763618
N05C,xgboost,2018-04-30,3,19.0,18.256855
N05C,xgboost,2018-05-31,1,18.0,8.45284
N05C,xgboost,2018-05-31,3,20.0,15.444521
N05C,xgboost,2018-06-30,1,19.0,18.000856
N05C,xgboost,2018-06-30,3,12.0,14.49773
N05C,xgboost,2018-07-31,1,20.0,15.646363
N05C,xgboost,2018-07-31,3,25.0,12.713662
N05C,xgboost,2018-08-31,1,12.0,11.605398
N05C,xgboost,2018-08-31,3,22.0,14.14015
N05C,xgboost,2018-09-30,1,25.0,9.908548
N05C,xgboost,2018-09-30,3,27.0,11.663427
N05C,xgboost,2018-10-31,1,22.0,11.874857
N05C,xgboost,2018-10-31,3,23.0,23.499762
N05C,xgboost,2018-11-30,1,27.0,17.647354
N05C,xgboost,2018-11-30,3,12.0,23.267738
N05C,xgboost,2018-12-31,1,23.0,14.791364
N05C,xgboost,2018-12-31,3,19.0,18.341211
N05C,xgboost,2019-01-31,1,12.0,12.143504
N05C,xgboost,2019-01-31,3,22.0,11.697227
N05C,xgboost,2019-02-28,1,19.0,13.210286
N05C,xgboost,2019-02-28,3,26.0,12.391259
N05C,xgboost,2019-03-31,1,22.0,8.8744755
N05C,xgboost,2019-03-31,3,25.0,8.964937
N05C,xgboost,2019-04-30,1,26.0,14.002169
N05C,xgboost,2019-04-30,3,20.0,16.253656
N05C,xgboost,2019-05-31,1,25.0,17.83639
N05C,xgboost,2019-05-31,3,26.0,13.217354
R03,xgboost,2017-06-30,1,115.0,118.5326
R03,xgboost,2017-06-30,3,139.0,144.81667
R03,xgboost,2017-07-31,1,75.0,125.715576
R03,xgboost,2017-07-31,3,247.0,149.75754
R03,xgboost,2017-08-31,1,139.0,159.23982
R03,xgboost,2017-08-31,3,196.0,146.99048
R03,xgboost,2017-09-30,1,247.0,214.1859
R03,xgboost,2017-09-30,3,204.0,171.25313
R03,xgboost,2017-10-31,1,196.0,191.19698
R03,xgboost,2017-10-31,3,219.0,161.42706
R03,xgboost,2017-11-30,1,204.0,213.41391
R03,xgboost,2017-11-30,3,253.0,175.81068
R03,xgboost,2017-12-31,1,219.0,192.91191
R03,xgboost,2017-12-31,3,269.0,164.63896
R03,xgboost,2018-01-31,1,253.0,161.45914
R03,xgboost,2018-01-31,3,229.0,149.27896
R03,xgboost,2018-02-28,1,269.0,202.63202
R03,xgboost,2018-02-28,3,192.0,179.07805
R03,xgboost,2018-03-31,1,229.0,183.24124
R03,xgboost,2018-03-31,3,101.0,116.11456
R03,xgboost,2018-04-30,1,192.0,133.62091
R03,xgboost,2018-04-30,3,90.0,128.06999
R03,xgboost,2018-05-31,1,101.0,158.21855
R03,xgboost,2018-05-31,3,159.0,114.540955
R03,xgboost,2018-06-30,1,90.0,102.66778
R03,xgboost,2018-06-30,3,205.0,111.554634
R03,xgboost,2018-07-31,1,159.0,102.575195
R03,xgboost,2018-07-31,3,353.0,189.10027
R03,xgboost,2018-08-31,1,205.0,144.4388
R03,xgboost,2018-08-31,3,311.0,173.6225
R03,xgboost,2018-09-30,1,353.0,193.9578
R03,xgboost,2018-09-30,3,384.0,216.33981
R03,xgboost,2018-10-31,1,311.0,220.5275
R03,xgboost,2018-10-31,3,386.0,195.0995
R03,xgboost,2018-11-30,1,384.0,193.69785
R03,xgboost,2018-11-30,3,226.0,278.10736
R03,xgboost,2018-12-31,1,386.0,278.26794
R03,xgboost,2018-12-31,3,257.0,297.92438
R03,xgboost,2019-01-31,1,226.0,359.70764
R03,xgboost,2019-01-31,3,259.0,203.2819
R03,xgboost,2019-02-28,1,257.0,263.48087
R03,xgboost,2019-02-28,3,322.0,190.8182
R03,xgboost,2019-03-31,1,259.0,290.93323
R03,xgboost,2019-03-31,3,142.0,211.94788
R03,xgboost,2019-04-30,1,322.0,167.95305
R03,xgboost,2019-04-30,3,115.0,228.59079
R03,xgboost,2019-05-31,1,142.0,259.9738
R03,xgboost,2019-05-31,3,145.0,246.52345
R06,xgboost,2017-06-30,1,81.1,112.550125
R06,xgboost,2017-06-30,3,66.9,72.02547
R06,xgboost,2017-07-31,1,60.1,85.08261
R06,xgboost,2017-07-31,3,51.0,61.920185
R06,xgboost,2017-08-31,1,66.9,75.86954
R06,xgboost,2017-08-31,3,46.599999999999994,62.805492
R06,xgboost,2017-09-30,1,51.0,56.34551
R06,xgboost,2017-09-30,3,47.1,48.005043
R06,xgboost,2017-10-31,1,46.599999999999994,41.842575
R06,xgboost,2017-10-31,3,49.5,86.65203
R06,xgboost,2017-11-30,1,47.1,65.89204
R06,xgboost,2017-11-30,3,39.06,121.941734
R06,xgboost,2017-12-31,1,49.5,55.584137
R06,xgboost,2017-12-31,3,85.5,129.11937
R06,xgboost,2018-01-31,1,39.06,87.05626
R06,xgboost,2018-01-31,3,197.1,128.37288
R06,xgboost,2018-02-28,1,85.5,82.03703
R06,xgboost,2018-02-28,3,213.04,124.3883
R06,xgboost,2018-03-31,1,197.1,124.121605
R06,xgboost,2018-03-31,3,120.8,129.89366
R06,xgboost,2018-04-30,1,213.04,149.29071
R06,xgboost,2018-04-30,3,122.2,109.209015
R06,xgboost,2018-05-31,1,120.8,143.1256
R06,xgboost,2018-05-31,3,103.1,73.5099
R06,xgboost,2018-06-30,1,122.2,120.49928
R06,xgboost,2018-06-30,3,88.10000000000001,53.437107
R06,xgboost,2018-07-31,1,103.1,67.52901
R06,xgboost,2018-07-31,3,76.9,49.487762
R06,xgboost,2018-08-31,1,88.10000000000001,91.27646
R06,xgboost,2018-08-31,3,48.400000000000006,33.256092
R06,xgboost,2018-09-30,1,76.9,56.914795
R06,xgboost,2018-09-30,3,53.099999999999994,39.48787
R06,xgboost,2018-10-31,1,48.400000000000006,65.32619
R06,xgboost,2018-10-31,3,41.3,45.48058
R06,xgboost,2018-11-30,1,53.099999999999994,45.6383
R06,xgboost,2018-11-30,3,69.5,52.5569
R06,xgboost,2018-12-31,1,41.3,49.323597
R06,xgboost,2018-12-31,3,169.49999999999997,74.17634
R06,xgboost,2019-01-31,1,69.5,47.236725
R06,xgboost,2019-01-31,3,179.10000000000002,105.513626
R06,xgboost,2019-02-28,1,169.49999999999997,59.680878
R06,xgboost,2019-02-28,3,135.4,165.20569
R06,xgboost,2019-03-31,1,179.10000000000002,169.82175
R06,xgboost,2019-03-31,3,156.04,180.65086
R06,xgboost,2019-04-30,1,135.4,159.50478
R06,xgboost,2019-04-30,3,105.2,109.39588
R06,xgboost,2019-05-31,1,156.04,120.90036
R06,xgboost,2019-05-31,3,97.3,95.43856
