sale_date,category_code,units_sold,granularity
2019-09-30,M01AE,111.43700000000008,monthly
2019-10-31,M01AE,37.3,monthly
2014-01-31,N02BA,152.09999999999997,monthly
2014-02-28,N02BA,176.99999999999997,monthly
2014-03-31,N02BA,147.655,monthly
2014-04-30,N02BA,130.89999999999998,monthly
2014-05-31,N02BA,132.1,monthly
2014-06-30,N02BA,122.9,monthly
2014-07-31,N02BA,129.3,monthly
2014-08-31,N02BA,123.8,monthly
2014-09-30,N02BA,122.09999999999998,monthly
2014-10-31,N02BA,191.59999999999997,monthly
2014-11-30,N02BA,142.7,monthly
2014-12-31,N02BA,111.124,monthly
2015-01-31,N02BA,141.0,monthly
2015-02-28,N02BA,131.83,monthly
2015-03-31,N02BA,133.8,monthly
2015-04-30,N02BA,122.1,monthly
2015-05-31,N02BA,136.04,monthly
2015-06-30,N02BA,145.46,monthly
2015-07-31,N02BA,125.5,monthly
2015-08-31,N02BA,133.4,monthly
2015-09-30,N02BA,110.4,monthly
2015-10-31,N02BA,146.20000000000002,monthly
2015-11-30,N02BA,145.90000000000003,monthly
2015-12-31,N02BA,136.99999999999997,monthly
2016-01-31,N02BA,172.49999999999997,monthly
2016-02-29,N02BA,134.20000000000002,monthly
2016-03-31,N02BA,148.4,monthly
2016-04-30,N02BA,147.7,monthly
2016-05-31,N02BA,130.54999999999995,monthly
2016-06-30,N02BA,117.75,monthly
2016-07-31,N02BA,137.89999999999998,monthly
2016-08-31,N02BA,132.7,monthly
2016-09-30,N02BA,116.7,monthly
2016-10-31,N02BA,160.15,monthly
2016-11-30,N02BA,133.85000000000002,monthly
2016-12-31,N02BA,132.39999999999998,monthly
2017-01-31,N02BA,191.27083333299998,monthly
2017-02-28,N02BA,97.0,monthly
2017-03-31,N02BA,107.35,monthly
2017-04-30,N02BA,100.5,monthly
2017-05-31,N02BA,98.95,monthly
2017-06-30,N02BA,119.6,monthly
2017-07-31,N02BA,75.19999999999999,monthly
2017-08-31,N02BA,84.4,monthly
2017-09-30,N02BA,88.14999999999998,monthly
2017-10-31,N02BA,100.4,monthly
2017-11-30,N02BA,104.45,monthly
2017-12-31,N02BA,115.15,monthly
2018-01-31,N02BA,101.15,monthly
2018-02-28,N02BA,114.65000000000002,monthly
2018-03-31,N02BA,122.3,monthly
2018-04-30,N02BA,84.60000000000001,monthly
2018-05-31,N02BA,89.39999999999999,monthly
2018-06-30,N02BA,86.80000000000001,monthly
2018-07-31,N02BA,87.2,monthly
2018-08-31,N02BA,88.25,monthly
2018-09-30,N02BA,86.5,monthly
2018-10-31,N02BA,76.05000000000001,monthly
2018-11-30,N02BA,102.15,monthly
2018-12-31,N02BA,84.75,monthly
2019-01-31,N02BA,99.7,monthly
2019-02-28,N02BA,110.19999999999996,monthly
2019-03-31,N02BA,83.35000000000001,monthly
2019-04-30,N02BA,88.1,monthly
2019-05-31,N02BA,104.1,monthly
2019-06-30,N02BA,103.2,monthly
2019-07-31,N02BA,92.8,monthly
2019-08-31,N02BA,84.19999999999999,monthly
2019-09-30,N02BA,93.5,monthly
2019-10-31,N02BA,20.65,monthly
2014-01-31,N02BE,878.0300000000002,monthly
2014-02-28,N02BE,1001.9,monthly
2014-03-31,N02BE,779.275,monthly
2014-04-30,N02BE,698.5,monthly
2014-05-31,N02BE,628.7800000000001,monthly
2014-06-30,N02BE,548.225,monthly
2014-07-31,N02BE,491.9,monthly
2014-08-31,N02BE,583.8499999999999,monthly
2014-09-30,N02BE,887.8199999999999,monthly
2014-10-31,N02BE,1856.8149999999991,monthly
2014-11-30,N02BE,723.8,monthly
2014-12-31,N02BE,1015.66,monthly
2015-01-31,N02BE,1044.2400000000002,monthly
2015-02-28,N02BE,953.252,monthly
2015-03-31,N02BE,1084.85,monthly
2015-04-30,N02BE,940.17,monthly
2015-05-31,N02BE,765.9000000000001,monthly
2015-06-30,N02BE,746.788,monthly
2015-07-31,N02BE,708.8280000000001,monthly
2015-08-31,N02BE,790.788,monthly
2015-09-30,N02BE,852.125,monthly
2015-10-31,N02BE,1574.3350000000007,monthly
2015-11-30,N02BE,1277.725,monthly
2015-12-31,N02BE,1258.3490000000002,monthly
2016-01-31,N02BE,1476.3240000000003,monthly
2016-02-29,N02BE,1224.8620000000003,monthly
2016-03-31,N02BE,1150.7000000000005,monthly
2016-04-30,N02BE,998.3370000000004,monthly
2016-05-31,N02BE,997.1500000000004,monthly
2016-06-30,N02BE,760.05,monthly
2016-07-31,N02BE,652.3619999999999,monthly
2016-08-31,N02BE,753.0500000000002,monthly
2016-09-30,N02BE,1118.699,monthly
2016-10-31,N02BE,1617.275000000001,monthly
2016-11-30,N02BE,1062.6860000000004,monthly
2016-12-31,N02BE,1624.3350000000005,monthly
2017-01-31,N02BE,1439.36,monthly
2017-02-28,N02BE,526.3500000000001,monthly
2017-03-31,N02BE,612.5000000000002,monthly
2017-04-30,N02BE,540.1999999999998,monthly
2017-05-31,N02BE,547.9399999999998,monthly
2017-06-30,N02BE,496.1,monthly
2017-07-31,N02BE,479.35,monthly
2017-08-31,N02BE,549.3,monthly
2017-09-30,N02BE,863.7500000000002,monthly
2017-10-31,N02BE,1184.3500000000004,monthly
2017-11-30,N02BE,867.8990000000001,monthly
2017-12-31,N02BE,1007.18,monthly
2018-01-31,N02BE,1134.325,monthly
2018-02-28,N02BE,1255.3740000000007,monthly
2018-03-31,N02BE,999.1230000000004,monthly
2018-04-30,N02BE,836.0369999999999,monthly
2018-05-31,N02BE,644.6480000000004,monthly
2018-06-30,N02BE,584.343,monthly
2018-07-31,N02BE,679.3499999999999,monthly
2018-08-31,N02BE,733.838,monthly
2018-09-30,N02BE,1058.2620000000002,monthly
2018-10-31,N02BE,1129.275,monthly
2018-11-30,N02BE,995.15,monthly
2018-12-31,N02BE,1213.95,monthly
2019-01-31,N02BE,1660.6120000000012,monthly
2019-02-28,N02BE,1001.2120000000004,monthly
2019-03-31,N02BE,941.05,monthly
2019-04-30,N02BE,647.6500000000002,monthly
2019-05-31,N02BE,703.5620000000001,monthly
2019-06-30,N02BE,609.9999999999999,monthly
2019-07-31,N02BE,649.8,monthly
2019-08-31,N02BE,518.0999999999999,monthly
2019-09-30,N02BE,984.48,monthly
2019-10-31,N02BE,295.15000000000003,monthly
2014-01-31,N05B,354.0,monthly
2014-02-28,N05B,347.0,monthly
2014-03-31,N05B,232.0,monthly
2014-04-30,N05B,209.0,monthly
2014-05-31,N05B,270.0,monthly
2014-06-30,N05B,323.0,monthly
2014-07-31,N05B,348.0,monthly
2014-08-31,N05B,420.0,monthly
2014-09-30,N05B,399.0,monthly
2014-10-31,N05B,472.0,monthly
2014-11-30,N05B,489.0,monthly
2014-12-31,N05B,492.0,monthly
2015-01-31,N05B,463.0,monthly
2015-02-28,N05B,243.0,monthly
2015-03-31,N05B,208.0,monthly
2015-04-30,N05B,192.0,monthly
2015-05-31,N05B,194.0,monthly
2015-06-30,N05B,217.0,monthly
2015-07-31,N05B,203.0,monthly
2015-08-31,N05B,265.5,monthly
2015-09-30,N05B,243.5,monthly
2015-10-31,N05B,222.0,monthly
2015-11-30,N05B,228.0,monthly
2015-12-31,N05B,286.0,monthly
2016-01-31,N05B,248.0,monthly
2016-02-29,N05B,239.0,monthly
2016-03-31,N05B,250.0,monthly
2016-04-30,N05B,318.0,monthly
2016-05-31,N05B,275.0,monthly
2016-06-30,N05B,311.0,monthly
2016-07-31,N05B,240.0,monthly
2016-08-31,N05B,275.5,monthly
2016-09-30,N05B,307.0,monthly
2016-10-31,N05B,312.0,monthly
2016-11-30,N05B,246.0,monthly
2016-12-31,N05B,257.0,monthly
2017-01-31,N05B,443.749999984,monthly
2017-02-28,N05B,144.0,monthly
2017-03-31,N05B,165.0,monthly
2017-04-30,N05B,132.0,monthly
2017-05-31,N05B,148.0,monthly
2017-06-30,N05B,163.0,monthly
2017-07-31,N05B,219.0,monthly
2017-08-31,N05B,239.0,monthly
2017-09-30,N05B,223.0,monthly
2017-10-31,N05B,226.0,monthly
2017-11-30,N05B,192.0,monthly
2017-12-31,N05B,226.0,monthly
2018-01-31,N05B,229.0,monthly
2018-02-28,N05B,268.0,monthly
2018-03-31,N05B,381.0,monthly
2018-04-30,N05B,289.0,monthly
2018-05-31,N05B,259.0,monthly
2018-06-30,N05B,248.0,monthly
2018-07-31,N05B,283.0,monthly
2018-08-31,N05B,253.0,monthly
2018-09-30,N05B,263.0,monthly
2018-10-31,N05B,287.0,monthly
2018-11-30,N05B,252.2,monthly
2018-12-31,N05B,254.0,monthly
2019-01-31,N05B,295.2,monthly
2019-02-28,N05B,249.4,monthly
2019-03-31,N05B,301.4,monthly
2019-04-30,N05B,299.4,monthly
2019-05-31,N05B,265.79999999999995,monthly
2019-06-30,N05B,193.0,monthly
2019-07-31,N05B,250.6,monthly
2019-08-31,N05B,237.0,monthly
2019-09-30,N05B,227.8,monthly
2019-10-31,N05B,86.0,monthly
2014-01-31,N05C,50.0,monthly
2014-02-28,N05C,31.0,monthly
2014-03-31,N05C,20.0,monthly
2014-04-30,N05C,18.0,monthly
2014-05-31,N05C,23.0,monthly
2014-06-30,N05C,23.0,monthly
2014-07-31,N05C,21.0,monthly
2014-08-31,N05C,29.0,monthly
2014-09-30,N05C,14.0,monthly
2014-10-31,N05C,30.0,monthly
2014-11-30,N05C,19.0,monthly
2014-12-31,N05C,25.0,monthly
2015-01-31,N05C,24.0,monthly
2015-02-28,N05C,9.0,monthly
2015-03-31,N05C,13.0,monthly
2015-04-30,N05C,5.0,monthly
2015-05-31,N05C,10.0,monthly
2015-06-30,N05C,12.0,monthly
2015-07-31,N05C,6.0,monthly
2015-08-31,N05C,15.0,monthly
2015-09-30,N05C,11.0,monthly
2015-10-31,N05C,8.0,monthly
2015-11-30,N05C,18.0,monthly
2015-12-31,N05C,28.0,monthly
2016-01-31,N05C,24.0,monthly
2016-02-29,N05C,20.0,monthly
2016-03-31,N05C,13.0,monthly
2016-04-30,N05C,18.0,monthly
2016-05-31,N05C,18.0,monthly
2016-06-30,N05C,20.0,monthly
2016-07-31,N05C,8.0,monthly
2016-08-31,N05C,12.0,monthly
2016-09-30,N05C,18.0,monthly
2016-10-31,N05C,11.0,monthly
2016-11-30,N05C,27.0,monthly
2016-12-31,N05C,18.0,monthly
2017-01-31,N05C,34.166666666,monthly
2017-02-28,N05C,7.0,monthly
2017-03-31,N05C,9.0,monthly
2017-04-30,N05C,9.0,monthly
2017-05-31,N05C,23.0,monthly
2017-06-30,N05C,8.0,monthly
2017-07-31,N05C,15.0,monthly
2017-08-31,N05C,12.0,monthly
2017-09-30,N05C,23.0,monthly
2017-10-31,N05C,15.0,monthly
2017-11-30,N05C,15.0,monthly
2017-12-31,N05C,6.0,monthly
2018-01-31,N05C,11.0,monthly
2018-02-28,N05C,12.0,monthly
2018-03-31,N05C,42.0,monthly
2018-04-30,N05C,21.0,monthly
2018-05-31,N05C,13.0,monthly
2018-06-30,N05C,18.0,monthly
2018-07-31,N05C,19.0,monthly
2018-08-31,N05C,20.0,monthly
2018-09-30,N05C,12.0,monthly
2018-10-31,N05C,25.0,monthly
2018-11-30,N05C,22.0,monthly
2018-12-31,N05C,27.0,monthly
2019-01-31,N05C,23.0,monthly
2019-02-28,N05C,12.0,monthly
2019-03-31,N05C,19.0,monthly
2019-04-30,N05C,22.0,monthly
2019-05-31,N05C,26.0,monthly
2019-06-30,N05C,25.0,monthly
2019-07-31,N05C,20.0,monthly
2019-08-31,N05C,26.0,monthly
2019-09-30,N05C,16.0,monthly
2019-10-31,N05C,7.0,monthly
2014-01-31,R03,112.0,monthly
2014-02-28,R03,122.0,monthly
2014-03-31,R03,112.0,monthly
2014-04-30,R03,97.0,monthly
2014-05-31,R03,107.0,monthly
2014-06-30,R03,57.0,monthly
2014-07-31,R03,61.0,monthly
2014-08-31,R03,37.0,monthly
2014-09-30,R03,115.0,monthly
2014-10-31,R03,182.0,monthly
2014-11-30,R03,112.0,monthly
2014-12-31,R03,163.0,monthly
2015-01-31,R03,177.25,monthly
2015-02-28,R03,208.0,monthly
2015-03-31,R03,195.0,monthly
2015-04-30,R03,97.0,monthly
2015-05-31,R03,100.0,monthly
2015-06-30,R03,193.0,monthly
2015-07-31,R03,60.0,monthly
2015-08-31,R03,45.0,monthly
2015-09-30,R03,91.0,monthly
2015-10-31,R03,184.0,monthly
2015-11-30,R03,195.0,monthly
2015-12-31,R03,231.0,monthly
2016-01-31,R03,174.0,monthly
2016-02-29,R03,245.0,monthly
2016-03-31,R03,253.0,monthly
2016-04-30,R03,216.0,monthly
2016-05-31,R03,131.0,monthly
2016-06-30,R03,127.0,monthly
2016-07-31,R03,109.0,monthly
2016-08-31,R03,116.0,monthly
2016-09-30,R03,121.0,monthly
2016-10-31,R03,220.0,monthly
2016-11-30,R03,150.0,monthly
2016-12-31,R03,275.0,monthly
2017-01-31,R03,196.406250002,monthly
2017-02-28,R03,117.0,monthly
2017-03-31,R03,139.0,monthly
2017-04-30,R03,209.0,monthly
2017-05-31,R03,128.0,monthly
2017-06-30,R03,163.0,monthly
2017-07-31,R03,115.0,monthly
2017-08-31,R03,75.0,monthly
2017-09-30,R03,139.0,monthly
2017-10-31,R03,247.0,monthly
2017-11-30,R03,196.0,monthly
2017-12-31,R03,204.0,monthly
2018-01-31,R03,219.0,monthly
2018-02-28,R03,253.0,monthly
2018-03-31,R03,269.0,monthly
2018-04-30,R03,229.0,monthly
2018-05-31,R03,192.0,monthly
2018-06-30,R03,101.0,monthly
2018-07-31,R03,90.0,monthly
2018-08-31,R03,159.0,monthly
2018-09-30,R03,205.0,monthly
2018-10-31,R03,353.0,monthly
2018-11-30,R03,311.0,monthly
2018-12-31,R03,384.0,monthly
2019-01-31,R03,386.0,monthly
2019-02-28,R03,226.0,monthly
2019-03-31,R03,257.0,monthly
2019-04-30,R03,259.0,monthly
2019-05-31,R03,322.0,monthly
2019-06-30,R03,142.0,monthly
2019-07-31,R03,115.0,monthly
2019-08-31,R03,145.0,monthly
2019-09-30,R03,161.0,monthly
2019-10-31,R03,37.0,monthly
2014-01-31,R06,48.2,monthly
2014-02-28,R06,36.2,monthly
2014-03-31,R06,85.4,monthly
2014-04-30,R06,73.7,monthly
2014-05-31,R06,123.7,monthly
2014-06-30,R06,109.3,monthly
2014-07-31,R06,69.1,monthly
2014-08-31,R06,70.80000000000001,monthly
2014-09-30,R06,58.8,monthly
2014-10-31,R06,74.5,monthly
2014-11-30,R06,45.2,monthly
2014-12-31,R06,33.4,monthly
2015-01-31,R06,42.0,monthly
2015-02-28,R06,47.0,monthly
2015-03-31,R06,54.0,monthly
2015-04-30,R06,112.0,monthly
2015-05-31,R06,159.5,monthly
2015-06-30,R06,125.79999999999998,monthly
2015-07-31,R06,130.3,monthly
2015-08-31,R06,83.7,monthly
2015-09-30,R06,71.0,monthly
2015-10-31,R06,72.0,monthly
2015-11-30,R06,44.0,monthly
2015-12-31,R06,41.73,monthly
2016-01-31,R06,56.5,monthly
2016-02-29,R06,58.0,monthly
2016-03-31,R06,97.84,monthly
2016-04-30,R06,162.39999999999998,monthly
2016-05-31,R06,137.10000000000002,monthly
2016-06-30,R06,134.8,monthly
2016-07-31,R06,116.83,monthly
2016-08-31,R06,85.3,monthly
2016-09-30,R06,69.3,monthly
2016-10-31,R06,60.9,monthly
2016-11-30,R06,51.2,monthly
2016-12-31,R06,34.9,monthly
2017-01-31,R06,61.750000001000004,monthly
2017-02-28,R06,30.6,monthly
2017-03-31,R06,100.1,monthly
2017-04-30,R06,122.4,monthly
2017-05-31,R06,161.81,monthly
2017-06-30,R06,151.89999999999998,monthly
2017-07-31,R06,81.1,monthly
2017-08-31,R06,60.1,monthly
2017-09-30,R06,66.9,monthly
2017-10-31,R06,51.0,monthly
2017-11-30,R06,46.599999999999994,monthly
2017-12-31,R06,47.1,monthly
2018-01-31,R06,49.5,monthly
2018-02-28,R06,39.06,monthly
2018-03-31,R06,85.5,monthly
2018-04-30,R06,197.1,monthly
2018-05-31,R06,213.04,monthly
2018-06-30,R06,120.8,monthly
2018-07-31,R06,122.2,monthly
2018-08-31,R06,103.1,monthly
2018-09-30,R06,88.10000000000001,monthly
2018-10-31,R06,76.9,monthly
2018-11-30,R06,48.400000000000006,monthly
2018-12-31,R06,53.099999999999994,monthly
2019-01-31,R06,41.3,monthly
2019-02-28,R06,69.5,monthly
2019-03-31,R06,169.49999999999997,monthly
2019-04-30,R06,179.10000000000002,monthly
2019-05-31,R06,135.4,monthly
2019-06-30,R06,156.04,monthly
2019-07-31,R06,105.2,monthly
2019-08-31,R06,97.3,monthly
2019-09-30,R06,109.1,monthly
2019-10-31,R06,11.13,monthly
